job_id,job_title,domain,company,location,state,employment_type,seniority,salary_min_lpa,salary_max_lpa,experience_min_years,experience_max_years,job_description,skills,skills_count,source_type,source_note
SKL100623,Game Developer,Gaming & Interactive,BluePeak Consulting,Delhi,Delhi,Contract,Mid Level,8.3,10.9,2,6,"Develop gameplay systems, implement mechanics, optimize performance, and collaborate with design teams. The role is based in Delhi and works with cross-functional teams.","Game Development, Unity, C++, Git, Excel, 3D Mathematics, C#",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100624,Game Developer,Gaming & Interactive,MahaTech Industries,Delhi,Delhi,Full-time,Mid Level,11.3,12.3,2,5,"Develop gameplay systems, implement mechanics, optimize performance, and collaborate with design teams. The role is based in Delhi and works with cross-functional teams.","Unity, 3D Mathematics, Game Development, Product Management, Incident Response, Git, C++, C#",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100625,Automation Engineer,Engineering & Automation,AutoNext,Delhi,Delhi,Contract,Senior,9.3,10.3,4,8,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Delhi and works with cross-functional teams.","IoT, SCADA, Python, Unity, Industrial Automation, Testing, PLC, Sensors",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100626,DevOps Engineer,Cloud & DevOps,AutoNext,Delhi,Delhi,Full-time,Senior,10.2,15.9,4,5,"Automate software delivery, maintain CI/CD pipelines, monitor systems, and improve deployment reliability. The role is based in Delhi and works with cross-functional teams.","Kubernetes, CI/CD, Docker, AWS, Linux, Git, Pandas",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100627,Predictive Maintenance Engineer,Engineering & Manufacturing,InsightWorks,Kolkata,West Bengal,Contract,Senior,5.7,10.7,5,6,Use machine and sensor data to identify failure patterns and improve maintenance planning. The role is based in Kolkata and works with cross-functional teams.,"Machine Learning, Python, SIEM, IoT, Sensor Analytics, Predictive Maintenance, PLC",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100628,EV Data Analyst,Automotive & EV,CloudSphere,Nagpur,Maharashtra,Contract,Junior,10.0,14.3,1,3,"Analyze electric-vehicle data, create dashboards, and identify operational and market trends. The role is based in Nagpur and works with cross-functional teams.","Power BI, SQL, EV Analytics, Excel, Statistics, Python",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100629,Cybersecurity Analyst,Cybersecurity,DataBridge,Nagpur,Maharashtra,Full-time,Senior,12.6,16.9,5,9,"Monitor security events, investigate incidents, assess risks, and support security controls. The role is based in Nagpur and works with cross-functional teams.","SIEM, C#, Python, Linux, Networking, Incident Response, Cybersecurity, TensorFlow",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100630,Game Developer,Gaming & Interactive,InnoSoft,Kolkata,West Bengal,Full-time,Senior,11.3,13.4,5,9,"Develop gameplay systems, implement mechanics, optimize performance, and collaborate with design teams. The role is based in Kolkata and works with cross-functional teams.","3D Mathematics, Unity, Game Development, Git, C++, C#",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100631,Machine Learning Engineer,AI & Machine Learning,Quantix Labs,Delhi,Delhi,Full-time,Mid Level,18.4,22.3,2,5,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Delhi and works with cross-functional teams.","PyTorch, Docker, TensorFlow, Machine Learning, Python, Scikit-learn",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100632,HR Analyst,HR & Operations,IndusWorks,Ahmedabad,Gujarat,Full-time,Senior,3.6,4.7,4,6,"Analyze workforce data, prepare HR reports, and support evidence-based people and talent decisions. The role is based in Ahmedabad and works with cross-functional teams.","Excel, Data Analysis, Communication, EV Analytics, Power BI, HR Analytics",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100633,Electronics Engineer,Electronics & Embedded,IndusWorks,Aurangabad,Maharashtra,Full-time,Senior,7.4,9.9,5,6,"Design, test, and troubleshoot electronic systems, PCBs, and embedded hardware. The role is based in Aurangabad and works with cross-functional teams.","Circuit Design, C#, C, PCB Design, MATLAB, Embedded Systems, Testing, Data Visualization",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100634,Business Analyst,Business & Analytics,Vertex Systems,Nashik,Maharashtra,Full-time,Senior,9.6,10.9,5,7,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Nashik and works with cross-functional teams.","Excel, SQL, Communication, Power BI, Statistics, Business Analysis",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100635,EV Data Analyst,Automotive & EV,SmartFab Technologies,Bengaluru,Karnataka,Contract,Mid Level,11.9,16.7,3,7,"Analyze electric-vehicle data, create dashboards, and identify operational and market trends. The role is based in Bengaluru and works with cross-functional teams.","SQL, Python, Statistics, AutoCAD, Power BI, Excel, EV Analytics",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100636,Machine Learning Engineer,AI & Machine Learning,SmartFab Technologies,Nashik,Maharashtra,Full-time,Senior,17.2,21.7,5,6,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Nashik and works with cross-functional teams.","Python, Docker, Scikit-learn, TensorFlow, Microcontrollers, PyTorch, Machine Learning",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100637,Software Engineer,Software & IT,Vertex Systems,Nagpur,Maharashtra,Full-time,Senior,12.4,13.4,5,7,"Design, develop, test, and maintain software services while collaborating with engineering teams. The role is based in Nagpur and works with cross-functional teams.","Scikit-learn, Python, SQL, REST API, Git, Machine Learning, Data Structures, Java",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100638,Machine Learning Engineer,AI & Machine Learning,AutoNext,Thane,Maharashtra,Full-time,Mid Level,8.4,12.0,2,3,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Thane and works with cross-functional teams.","PyTorch, Scikit-learn, Python, Docker, MATLAB, Machine Learning, TensorFlow",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100639,Game Developer,Gaming & Interactive,FutureGrid,Hyderabad,Telangana,Full-time,Senior,9.9,12.8,5,7,"Develop gameplay systems, implement mechanics, optimize performance, and collaborate with design teams. The role is based in Hyderabad and works with cross-functional teams.","C++, PLC, Git, C#, 3D Mathematics, Game Development, RTOS, Unity",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100640,Data Analyst,Data & Analytics,Apex Digital,Mumbai,Maharashtra,Contract,Entry Level,5.9,10.3,0,1,"Analyze business data, build dashboards, identify trends, and communicate actionable insights to stakeholders. The role is based in Mumbai and works with cross-functional teams.","Statistics, Communication, Excel, SQL, Python, Data Visualization, Power BI, AWS",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100641,Product Manager,Product & Business,IndusWorks,Delhi,Delhi,Full-time,Mid Level,7.8,13.4,2,5,"Define product priorities, analyze user and market needs, coordinate teams, and measure product outcomes. The role is based in Delhi and works with cross-functional teams.","Market Research, Agile, HR Analytics, Circuit Design, Communication, Analytics, SQL, Product Management",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100642,Machine Learning Engineer,AI & Machine Learning,SkillTech,Nashik,Maharashtra,Full-time,Senior,7.1,10.3,6,8,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Nashik and works with cross-functional teams.","TensorFlow, C, Scikit-learn, Docker, PyTorch, Machine Learning, Python",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100643,EV Data Analyst,Automotive & EV,MahaTech Industries,Aurangabad,Maharashtra,Full-time,Entry Level,8.0,10.9,0,1,"Analyze electric-vehicle data, create dashboards, and identify operational and market trends. The role is based in Aurangabad and works with cross-functional teams.","EV Analytics, CAD, Statistics, Excel, HTML, Power BI, SQL, Python",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100644,Embedded Systems Engineer,Electronics & Embedded,SmartFab Technologies,Hyderabad,Telangana,Full-time,Senior,9.5,13.0,4,7,Develop firmware and embedded applications for microcontrollers and connected devices. The role is based in Hyderabad and works with cross-functional teams.,"Embedded Systems, Git, Microcontrollers, RTOS, Business Analysis, PLC, C++, C",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100645,Electronics Engineer,Electronics & Embedded,Vertex Systems,Chennai,Tamil Nadu,Contract,Senior,5.3,9.9,4,7,"Design, test, and troubleshoot electronic systems, PCBs, and embedded hardware. The role is based in Chennai and works with cross-functional teams.","Embedded Systems, Circuit Design, AutoCAD, MATLAB, Testing, PCB Design, C",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100646,Automation Engineer,Engineering & Automation,DataBridge,Mumbai,Maharashtra,Full-time,Senior,11.5,13.2,5,9,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Mumbai and works with cross-functional teams.","Sensors, IoT, Python, SCADA, Industrial Automation, PLC",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100647,Mechanical Design Engineer,Engineering & Manufacturing,IndusWorks,Jaipur,Rajasthan,Contract,Mid Level,6.0,11.8,2,6,"Create and validate mechanical designs, prepare CAD models and drawings, and support manufacturing. The role is based in Jaipur and works with cross-functional teams.","SolidWorks, CAD, Manufacturing, Mechanical Design, GD&T, AutoCAD",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100648,AI Engineer,AI & Machine Learning,NextGen Analytics,Thane,Maharashtra,Contract,Mid Level,17.1,18.8,3,6,"Develop and deploy AI solutions, integrate machine-learning models into applications, and improve production performance. The role is based in Thane and works with cross-functional teams.","SQL, PyTorch, Machine Learning, TensorFlow, Python, Deep Learning",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100649,Machine Learning Engineer,AI & Machine Learning,Apex Digital,Ahmedabad,Gujarat,Full-time,Mid Level,14.1,19.1,2,5,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Ahmedabad and works with cross-functional teams.","Python, Machine Learning, TensorFlow, Docker, Scikit-learn, PyTorch",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100650,Data Scientist,AI & Data,SmartFab Technologies,Nashik,Maharashtra,Full-time,Senior,9.5,14.2,4,6,"Build statistical and machine-learning models, prepare datasets, evaluate model performance, and communicate findings. The role is based in Nashik and works with cross-functional teams.","Scikit-learn, MATLAB, Python, Machine Learning, SQL, Pandas, Statistics, JavaScript",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100651,Software Engineer,Software & IT,InsightWorks,Bengaluru,Karnataka,Full-time,Senior,5.5,10.2,5,8,"Design, develop, test, and maintain software services while collaborating with engineering teams. The role is based in Bengaluru and works with cross-functional teams.","Python, Data Structures, SQL, Git, REST API, Java, Pandas",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100652,Automation Engineer,Engineering & Automation,VisionEdge,Thane,Maharashtra,Full-time,Senior,6.2,9.3,4,7,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Thane and works with cross-functional teams.","Python, TensorFlow, SCADA, Sensor Analytics, PLC, Sensors, Industrial Automation, IoT",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
